subj,dataset,analysis,split_num,splitA,splitB,condition,pearsonr
humanvshuman,edge,humanvshuman_splithalves,77,['subject-01' 'subject-03' 'subject-05' 'subject-07' 'subject-10'],['subject-02' 'subject-04' 'subject-06' 'subject-08' 'subject-09'],0,0.7144599310333424
humanvshuman,edge,humanvshuman_splithalves,78,['subject-01' 'subject-03' 'subject-05' 'subject-08' 'subject-09'],['subject-02' 'subject-04' 'subject-06' 'subject-07' 'subject-10'],0,0.7230413338304207
humanvshuman,edge,humanvshuman_splithalves,79,['subject-01' 'subject-03' 'subject-05' 'subject-08' 'subject-10'],['subject-02' 'subject-04' 'subject-06' 'subject-07' 'subject-09'],0,0.7478467353369865
humanvshuman,edge,humanvshuman_splithalves,80,['subject-01' 'subject-03' 'subject-05' 'subject-09' 'subject-10'],['subject-02' 'subject-04' 'subject-06' 'subject-07' 'subject-08'],0,0.7253826480859806
humanvshuman,edge,humanvshuman_splithalves,81,['subject-01' 'subject-03' 'subject-06' 'subject-07' 'subject-08'],['subject-02' 'subject-04' 'subject-05' 'subject-09' 'subject-10'],0,0.7552250253152475
humanvshuman,edge,humanvshuman_splithalves,82,['subject-01' 'subject-03' 'subject-06' 'subject-07' 'subject-09'],['subject-02' 'subject-04' 'subject-05' 'subject-08' 'subject-10'],0,0.7224638801394991
humanvshuman,edge,humanvshuman_splithalves,83,['subject-01' 'subject-03' 'subject-06' 'subject-07' 'subject-10'],['subject-02' 'subject-04' 'subject-05' 'subject-08' 'subject-09'],0,0.7218350991075331
humanvshuman,edge,humanvshuman_splithalves,84,['subject-01' 'subject-03' 'subject-06' 'subject-08' 'subject-09'],['subject-02' 'subject-04' 'subject-05' 'subject-07' 'subject-10'],0,0.7483854369661417
humanvshuman,edge,humanvshuman_splithalves,85,['subject-01' 'subject-03' 'subject-06' 'subject-08' 'subject-10'],['subject-02' 'subject-04' 'subject-05' 'subject-07' 'subject-09'],0,0.7675387136991625
humanvshuman,edge,humanvshuman_splithalves,86,['subject-01' 'subject-03' 'subject-06' 'subject-09' 'subject-10'],['subject-02' 'subject-04' 'subject-05' 'subject-07' 'subject-08'],0,0.7235341067183096
humanvshuman,edge,humanvshuman_splithalves,87,['subject-01' 'subject-03' 'subject-07' 'subject-08' 'subject-09'],['subject-02' 'subject-04' 'subject-05' 'subject-06' 'subject-10'],0,0.693915245620953
humanvshuman,edge,humanvshuman_splithalves,88,['subject-01' 'subject-03' 'subject-07' 'subject-08' 'subject-10'],['subject-02' 'subject-04' 'subject-05' 'subject-06' 'subject-09'],0,0.7363016190435525
humanvshuman,edge,humanvshuman_splithalves,89,['subject-01' 'subject-03' 'subject-07' 'subject-09' 'subject-10'],['subject-02' 'subject-04' 'subject-05' 'subject-06' 'subject-08'],0,0.6184042749216783
humanvshuman,edge,humanvshuman_splithalves,90,['subject-01' 'subject-03' 'subject-08' 'subject-09' 'subject-10'],['subject-02' 'subject-04' 'subject-05' 'subject-06' 'subject-07'],0,0.7320614934317173
humanvshuman,edge,humanvshuman_splithalves,91,['subject-01' 'subject-04' 'subject-05' 'subject-06' 'subject-07'],['subject-02' 'subject-03' 'subject-08' 'subject-09' 'subject-10'],0,0.6739562877573491
humanvshuman,edge,humanvshuman_splithalves,92,['subject-01' 'subject-04' 'subject-05' 'subject-06' 'subject-08'],['subject-02' 'subject-03' 'subject-07' 'subject-09' 'subject-10'],0,0.6657261534954046
humanvshuman,edge,humanvshuman_splithalves,93,['subject-01' 'subject-04' 'subject-05' 'subject-06' 'subject-09'],['subject-02' 'subject-03' 'subject-07' 'subject-08' 'subject-10'],0,0.7421665401483462
humanvshuman,edge,humanvshuman_splithalves,94,['subject-01' 'subject-04' 'subject-05' 'subject-06' 'subject-10'],['subject-02' 'subject-03' 'subject-07' 'subject-08' 'subject-09'],0,0.7320360696212784
humanvshuman,edge,humanvshuman_splithalves,95,['subject-01' 'subject-04' 'subject-05' 'subject-07' 'subject-08'],['subject-02' 'subject-03' 'subject-06' 'subject-09' 'subject-10'],0,0.6277177384464013
humanvshuman,edge,humanvshuman_splithalves,96,['subject-01' 'subject-04' 'subject-05' 'subject-07' 'subject-09'],['subject-02' 'subject-03' 'subject-06' 'subject-08' 'subject-10'],0,0.6168623263175115
humanvshuman,edge,humanvshuman_splithalves,97,['subject-01' 'subject-04' 'subject-05' 'subject-07' 'subject-10'],['subject-02' 'subject-03' 'subject-06' 'subject-08' 'subject-09'],0,0.6371980372974893
humanvshuman,edge,humanvshuman_splithalves,98,['subject-01' 'subject-04' 'subject-05' 'subject-08' 'subject-09'],['subject-02' 'subject-03' 'subject-06' 'subject-07' 'subject-10'],0,0.6855500922743287
humanvshuman,edge,humanvshuman_splithalves,99,['subject-01' 'subject-04' 'subject-05' 'subject-08' 'subject-10'],['subject-02' 'subject-03' 'subject-06' 'subject-07' 'subject-09'],0,0.7187278489824431
humanvshuman,edge,humanvshuman_splithalves,100,['subject-01' 'subject-04' 'subject-05' 'subject-09' 'subject-10'],['subject-02' 'subject-03' 'subject-06' 'subject-07' 'subject-08'],0,0.703739584655941
humanvshuman,edge,humanvshuman_splithalves,101,['subject-01' 'subject-04' 'subject-06' 'subject-07' 'subject-08'],['subject-02' 'subject-03' 'subject-05' 'subject-09' 'subject-10'],0,0.6940863409287202
